Symbol,Name,Industry,IndustryCode
LCAAU,L Catterton Asia Acquisition Units,기타 금융업,556010
AEAE,Altenergy Acquisition Corp Class A,기타 금융업,556010
HLG,Hailiang Education Group Inc ADR,학교,631020
KALV,Kalvista Pharmaceuticals Inc,제약,562010
CLRMU,Clarim Acquisition Units,기타 금융업,556010
DHBCU,DHB Capital Units,기타 금융업,556010
SPKBU,Silver Spike Acquisition Ii Units,기타 금융업,556010
ADMA,ADMA Biologics Inc,생명과학 및 메디컬 리서치,562020
KLAQU,Kl Acquisition Units,기타 금융업,556010
ASPC,Alpha Capital Acquisition Co Class A,기타 금융업,556010
SVNA,7 Acquisition Corp Class A,기타 금융업,556010
KAII,Kismet Acquisition Two Corp Class A,기타 금융업,556010
BKEPP,Blueknight Energy Partners LP PRF,오일 및 가스,501020
BLTS,Bright Lights Acquisition Corp Class A,기타 금융업,556010
IPVIU,InterPrivate IV InfraTech Partners Units,기타 금융업,556010
KIIIU,Kismet Acquisition Three Units,기타 금융업,556010
CPLP,Capital Product Partners LP Unit,오일 및 가스 장비 및 서비스,501030
EGLX,Enthusiast Gaming Holdings Inc,소프트웨어 및 IT서비스,572010
DCRB,Decarbonization Plus Acquisition Corp Class A,기타 금융업,556010
XFIN,ExcelFin Acquisition Corp Class A,기타 금융업,556010
CNTB,Connect Biopharma Holdings Ltd ADR,생명과학 및 메디컬 리서치,562020
DAOO,Crypto 1 Acquisition Corp Class A,기타 금융업,556010
VTNR,Vertex Energy Inc,오일 및 가스,501020
QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
CRIS,Curis Inc,생명과학 및 메디컬 리서치,562020
NOAC,Natural Order Acquisition Corp,기타 금융업,556010
ARBG,Aequi Acquisition Corp Class A,기타 금융업,556010
SWAG,Software Acquisition Group III Inc Class A,기타 금융업,556010
IQMD,Intelligent Medicine Acquisition Corp Class A,기타 금융업,556010
BIOT,Biotech Acquisition Co Class A,기타 금융업,556010
ITQ,Itiquira Acquisition Corp Class A,기타 금융업,556010
BHAC,Crixus Bh3 Acquisition Co Class A,기타 금융업,556010
UROY,Uranium Royalty Corp,우라늄,503010
CTMX,CytomX Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LMNR,Limoneira Co,식품 및 담배,541020
PTIC,PropTech Investment II Corp Class A,기타 금융업,556010
PAQC,Provident Acquisition Corp Class A,기타 금융업,556010
GNAC,Group Nine Acquisition Corp Class A,기타 금융업,556010
GTPAU,Gores Technology Partners Units,기타 금융업,556010
KMDA,Kamada Ltd,제약,562010
KINZU,KINS Technology Group Units,기타 금융업,556010
VII,7GC & Holdings Co Inc Class A,기타 금융업,556010
ZWRK,Z-Work Acquisition Corp Class A,기타 금융업,556010
LDHA,LDH Growth Corp I Class A,기타 금융업,556010
WWAC,Worldwide Webb Acquisition Corp Class A,기타 금융업,556010
OSTR,Oyster Enterprises Acquisition Corp Class A,기타 금융업,556010
VELO,Velocity Acquisition Corp Class A,기타 금융업,556010
DTIL,Precision BioSciences Inc,생명과학 및 메디컬 리서치,562020
VLAT,Valor Latitude Acquisition Corp Class A,기타 금융업,556010
MNTS,Momentus Inc Class A,우주항공 및 국방,521010
PBCTP,People's United Financial Inc PRF,은행,551010
SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
SHAC,SCP & Healthcare Acquisition Co Class A,기타 금융업,556010
ADERU,26 Capital Acquisition Units,기타 금융업,556010
HCCCU,Healthcare Capital Units,기타 금융업,556010
ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
VCXA,10X Capital Venture Acquisition II Corp Class A,기타 금융업,556010
LHAA,Lerer Hippeau Acquisition Corp Class A,기타 금융업,556010
TMKRU,Tastemaker Acquisition Units,기타 금융업,556010
SWETU,Athlon Acquisition Units,기타 금융업,556010
NWPX,Northwest Pipe Co,메탈&마이닝,512010
OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LCNB,LCNB Corp,은행,551010
KAIRU,Kairos Acquisition Units,기타 금융업,556010
BLEUU,bleuacacia Units,기타 금융업,556010
STRS,Stratus Properties Inc,부동산 운영 관리,601010
ORRF,Orrstown Financial Services Inc,은행,551010
THTX,Theratechnologies Inc,제약,562010
EACPU,Edify Acquisition Units,기타 금융업,556010
JUGGU,Jaws Juggernaut Acquisition Units,기타 금융업,556010
POWRU,Powered Brands Units,기타 금융업,556010
HLAHU,Hamilton Lane Alliance Holdings I Units,기타 금융업,556010
ATVCU,Tribe Capital Growth I Units,기타 금융업,556010
FVCB,FVCBankcorp Inc,은행,551010
FRSG,First Reserve Sustainable Growth Corp Class A,기타 금융업,556010
FRBA,FIRST BANK (Hamilton),은행,551010
NVSAU,New Vista Acquisition Units,기타 금융업,556010
TMTS,Spartacus Acquisition Corp Class A,기타 금융업,556010
XERS,Xeris Biopharma Holdings Inc,생명과학 및 메디컬 리서치,562020
AFAQ,AF Acquisition Corp Class A,기타 금융업,556010
ALCO,Alico Inc,식품 및 담배,541020
CVCY,Central Valley Community Bancorp,은행,551010
BCBP,BCB Bancorp Inc,은행,551010
SHQA,Shelter Acquisition Corporation I Class A,기타 금융업,556010
LVRAU,Levere Holdings Units,기타 금융업,556010
BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
SKYA,Skydeck Acquisition Corp Class A,기타 금융업,556010
GIW,Giginternational1 Inc,기타 금융업,556010
PDLB,PDL Community Bancorp,은행,551010
FCUV,Focus Universal Inc,미디어 및 출판,533020
GLHA,Glass Houses Acquisition Corp Class A,기타 금융업,556010
ISO,IsoPlexis Corp,헬스케어 장비 및 용품,561010
FBIZ,First Business Financial Services Inc,은행,551010
ONYXU,Onyx Acquisition I Units,기타 금융업,556010
FSRXU,FinServ Acquisition II Units,기타 금융업,556010
CYBE,CyberOptics Corp,전자 장비 및 부품,571040
GNUS,Genius Brands International Inc,미디어 및 출판,533020
XPAX,XPAC Acquisition Corp Class A,기타 금융업,556010
CLSK,CleanSpark Inc,재생에너지,502010
NCACU,Newcourt Acquisition Units,기타 금융업,556010
AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
BSKY,Big Sky Growth Partners Inc Class A,기타 금융업,556010
IDBA,Idex Biometrics ASA ADR,전자 장비 및 부품,571040
PFBI,Premier Financial Bancorp Inc,은행,551010
FSBW,FS Bancorp Inc,은행,551010
VRA,Vera Bradley Inc,섬유 및 의류,532020
THRN,Thorne Healthtech Inc,제약,562010
PPYAU,Papaya Growth Opportunity I Units,기타 금융업,556010
NRIM,Northrim BanCorp Inc,은행,551010
ESQ,Esquire Financial Holdings Inc,은행,551010
FITBO,Fifth Third Bancorp ADR,은행,551010
KRNLU,Kernel Group Holdings Units,기타 금융업,556010
FORA,Forian Inc,소프트웨어 및 IT서비스,572010
EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
HOFT,Hooker Furnishings Corp,가정용품,532040
FTCVU,Fintech Acquisition V Units,기타 금융업,556010
BWFG,Bankwell Financial Group Inc,은행,551010
ACABU,Atlantic Coastal Acquisition II Units,기타 금융업,556010
LFACU,LF Capital Acquisition II Corp Unit,기타 금융업,556010
MYFW,First Western Financial Inc,은행,551010
BOCH,Bank of Commerce Holdings,은행,551010
GSAQU,Global Synergy Acquisition Units,기타 금융업,556010
EFTR,eFFECTOR Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PASG,Passage Bio Inc,생명과학 및 메디컬 리서치,562020
CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
RDBX,Redbox Entertainment Inc Class A,미디어 및 출판,533020
WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
FTPAU,FTAC Parnassus Acquisition Units,기타 금융업,556010
ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
FSSIU,Fortistar Sustainable Solutions Units,기타 금융업,556010
FTAAU,FTAC Athena Acquisition Units,기타 금융업,556010
CFFEU,CF Acquisition VIII Units,기타 금융업,556010
FRW,PWP Forward Acquisition Corp I Class A,기타 금융업,556010
VPCBU,VPC Impact Acquisition Holdings II Units,기타 금융업,556010
MCAA,Mountain & I Acquisition Co Corp Class A,기타 금융업,556010
ISLE,Isleworth Healthcare Acquisition Corp,기타 금융업,556010
AVAC,Avalon Acquisition Inc Class A,기타 금융업,556010
IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
EMLDU,FTAC Emerald Acquisition Units,기타 금융업,556010
AURCU,Aurora Acquisition Units,기타 금융업,556010
PFTAU,Portage Fintech Acquisition Units,기타 금융업,556010
HQI,Hirequest Inc,전문 및 상업 서비스,522030
GGAAU,Genesis Growth Tech Acquisition Units,기타 금융업,556010
HMTV,Hemisphere Media Group Inc Class A,미디어 및 출판,533020
IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
SRRA,Sierra Oncology Inc,생명과학 및 메디컬 리서치,562020
YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
IIIIU,INSU Acquisition III Units,기타 금융업,556010
LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
LGVCU,Lamf Global Ventures I Units,기타 금융업,556010
CNGL,Canna-Global Acquisition Corp Class A,기타 금융업,556010
HWELU,Healthwell Acquisition I Units,기타 금융업,556010
RCLFU,Rosecliff Acquisition I Units,기타 금융업,556010
AXDX,Accelerate Diagnostics Inc,헬스케어 장비 및 용품,561010
DLCA,Deep Lake Capital Acquisition Corp Class A,기타 금융업,556010
GFGDU,The Growth for Good Acquisition Units,기타 금융업,556010
ELYM,Eliem Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SVOKU,Seven Oaks Acquisition Units,기타 금융업,556010
NPABU,New Providence Acquisition II Units,기타 금융업,556010
GHAC,Gaming & Hospitality Acquisition Corp Class A,기타 금융업,556010
TEKKU,Tekkorp Digital Acquisition Units,기타 금융업,556010
RVACU,Riverview Acquisition Units,기타 금융업,556010
EDNC,Endurance Acquisition Corp Class A,기타 금융업,556010
DALS,DA32 Life Science Tech Acquisition Corp Class A,기타 금융업,556010
FHLTU,Future Health ESG Units,기타 금융업,556010
INCR,InterCure Ltd,헬스케어 장비 및 용품,561010
PNFPP,Pinnacle Financial Partners Inc ADR,은행,551010
ARTE,Artemis Strategic Investment Corp Class A,기타 금융업,556010
MONCU,Monument Circle Acquisition Units,기타 금융업,556010
MLAI,McLaren Technology Acquisition Corp Class A,기타 금융업,556010
HPLT,Home Plate Acquisition Corp Class A,기타 금융업,556010
DRAYU,Macondray Capital Acquisition I Units,기타 금융업,556010
TOAC,Talon 1 Acquisition Corp Class A,기타 금융업,556010
SMIH,Summit Healthcare Acquisition Corp Class A,기타 금융업,556010
CDAQ,Compass Digital Acquisition Corp Class A,기타 금융업,556010
GGMCU,Glenfarne Merger Units,기타 금융업,556010
BPYPO,Brookfield Property Partners LP Unit Class A,부동산 운영 관리,601010
MTACU,MedTech Acquisition Units,기타 금융업,556010
DISAU,Disruptive Acquisition I Units,기타 금융업,556010
RCHG,Recharge Acquisition Corp Class A,기타 금융업,556010
GVCI,Green Visor Financial Technology Acquisition I Corp Class A,기타 금융업,556010
SLVRU,Silverspac Units,기타 금융업,556010
PEGRU,Project Energy Reimagined Acquisition Units,기타 금융업,556010
HYPR,Hyperfine Inc Class A,헬스케어 장비 및 용품,561010
APAC,Stonebridge Acquisition Corp Class A,기타 금융업,556010
SHCA,Spindletop Health Acquisition Corp Class A,기타 금융업,556010
PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
CRZN,Corazon Capital V838 Monoceros Corp Class A,기타 금융업,556010
BYRN,Byrna Technologies Inc,우주항공 및 국방,521010
ENOB,Enochian Biosciences Inc,생명과학 및 메디컬 리서치,562020
PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
GTAC,Global Technology Acquisition Corp I Class A,기타 금융업,556010
CBRG,Chain Bridge I Class A,기타 금융업,556010
VMGA,VMG Consumer Acquisition Corp Class A,기타 금융업,556010
SCAQU,Stratim Cloud Acquisition Units,기타 금융업,556010
MPRA,Mercato Partners Acquisition Corp Class A,기타 금융업,556010
TCAC,Tuatara Capital Acquisition Corp Class A,기타 금융업,556010
ALPN,Alpine Immune Sciences Inc,생명과학 및 메디컬 리서치,562020
LTRX,Lantronix Inc,커뮤니케이션 및 네트워킹,571020
SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
APTMU,Alpha Partners Technology Merger Units,기타 금융업,556010
FHLT,Future Health Esg Corp,기타 금융업,556010
PIRS,Pieris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
EOSE,Eos Energy Enterprises Inc Class A,"건설장비 및 대형차, 기차, 배",521020
CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FICV,Frontier Investment Corp Class A,기타 금융업,556010
GWAC,Good Works Acquisition Corp,기타 금융업,556010
ZNTEU,Zanite Acquisition Units,기타 금융업,556010
SWKH,SWK Holdings Corp,은행,551010
HITI,High Tide Inc,식품 및 약품소매,543010
ITHXU,Ithax Acquisition Units,기타 금융업,556010
PPTA,Perpetua Resources Corp,메탈&마이닝,512010
TBSA,TB SA Acquisition Corp Class A,기타 금융업,556010
ORIA,Orion Biotech Opportunities Corp Class A,기타 금융업,556010
GLRE,Greenlight Capital Re Ltd Class A,보험,553010
FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
SAMG,Silvercrest Asset Management Group Inc Class A,투자은행 및 서비스,551020
TRDA,Entrada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SLVR,SILVERspac Inc Class A,기타 금융업,556010
SCOR,Comscore Inc,미디어 및 출판,533020
PCOM,Points International Ltd,소프트웨어 및 IT서비스,572010
ALPP,Alpine 4 Holdings Inc Class A,소프트웨어 및 IT서비스,572010
SVSVU,Spring Valley Acquisition Units,기타 금융업,556010
XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
CBAN,Colony Bankcorp Inc,은행,551010
RAIN,Rain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PFSW,PFSweb Inc,소프트웨어 및 IT서비스,572010
TSBK,Timberland Bancorp Inc,은행,551010
AGNCM,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
OLMA,Olema Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CMPO,CompoSecure Inc Class A,전문 및 상업 서비스,522030
FUND,Sprott Focus Trust Inc,다양한 금융서비스,555010
HBP,Huttig Building Products Inc,종이 및 임산물,513010
STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
RCEL,AVITA Medical Inc,생명과학 및 메디컬 리서치,562020
SABS,SAB Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
CREC,Crescera Capital Acquisition Corp Class A,기타 금융업,556010
PTMN,Portman Ridge Finance Corp,다양한 금융서비스,555010
NHIC,Newhold Investment II Corp Class A,기타 금융업,556010
SLMBP,SLM Corp PRF,은행,551010
NRACU,Noble Rock Acquisition Units,기타 금융업,556010
CMPX,Compass Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
JFU,9F Inc ADR,투자은행 및 서비스,551020
LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
IMAQU,International Media Acquisition Units,기타 금융업,556010
MHLD,Maiden Holdings Ltd,보험,553010
ADN,Advent Technologies Holdings Inc Class A,재생에너지,502010
IXAQU,IX Acquisition Units,기타 금융업,556010
VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
HBIO,Harvard Bioscience Inc,헬스케어 장비 및 용품,561010
AKICU,Sports Ventures Acq Units,기타 금융업,556010
FRONU,Frontier Acquisition Units,기타 금융업,556010
PUCKU,Goal Acquisitions Units,기타 금융업,556010
MCAAU,Mountain I Acquisition Units,기타 금융업,556010
ESPR,Esperion Therapeutics Inc,제약,562010
ACEVU,ACE Convergence Acquisition Unit,기타 금융업,556010
BLTSU,Bright Lights Acquisition Units,기타 금융업,556010
DTRTU,DTRT Health Acquisition Units,기타 금융업,556010
ZEUS,Olympic Steel Inc,메탈&마이닝,512010
AHPAU,Avista Public Acquisition II Units,기타 금융업,556010
XFINU,Excelfin Acquisition Units,기타 금융업,556010
CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
ASPCU,Alpha Capital Acquisition Company Units,기타 금융업,556010
USCTU,TKB Critical Technologies 1 Units,기타 금융업,556010
PCCTU,Perception Capital II Units,기타 금융업,556010
SHCAU,Spindletop Health Acquisition Units,기타 금융업,556010
DPCSU,DP Cap Acquisition I Units,기타 금융업,556010
VMGAU,VMG Consumer Acquisition Units,기타 금융업,556010
KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
NOACU,Natural Order Acquisition Units,기타 금융업,556010
ADALU,Anthemis Digital Acquisitions I Units,기타 금융업,556010
KPLT,Katapult Holdings Inc,소프트웨어 및 IT서비스,572010
BHACU,Crixus BH3 Acquisition Company Units,기타 금융업,556010
IOACU,Innovative International Acquisition Units,기타 금융업,556010
FIACU,Focus Impact Acquisition Units,기타 금융업,556010
SVNAU,7 Acquisition Units,기타 금융업,556010
MRCC,Monroe Capital Corp,다양한 금융서비스,555010
PSAGU,Property Solutions Acquisition II Units,기타 금융업,556010
MPRAU,Mercato Partners Acquisition Units,기타 금융업,556010
CITEU,Cartica Acquisition Units,기타 금융업,556010
BPYPN,Brookfield Property Partners LP PRF,부동산 운영 관리,601010
WWACU,Worldwide Webb Acquisition Units,기타 금융업,556010
TOACU,Talon 1 Acquisition Units,기타 금융업,556010
CBRGU,Chain Bridge I Units,기타 금융업,556010
WEYS,WEYCO Group Inc,섬유 및 의류,532020
GACQ,Global Consumer Acquisition Corp,기타 금융업,556010
SGAM,Seaport Global Acquisition Corp Class A,기타 금융업,556010
AEACU,Authentic Equity Acquisition Units,기타 금융업,556010
BIOTU,Biotech Acquisition Company Units,기타 금융업,556010
TLGYU,TLGY Acquisition Units,기타 금융업,556010
ROC,ROC Energy Acquisition Corp,기타 금융업,556010
OBT,Orange County Bancorp Inc,은행,551010
PAQCU,Provident Acquisition Units,기타 금융업,556010
PHUN,Phunware Inc,소프트웨어 및 IT서비스,572010
ITQRU,Itiquira Acquisition Units,기타 금융업,556010
TMTSU,Spartacus Acq Units,기타 금융업,556010
KMPH,KemPharm Inc,생명과학 및 메디컬 리서치,562020
ARBGU,Aequi Acquisition Units,기타 금융업,556010
TRON,Corner Growth Acquisition Corp 2 Class A,기타 금융업,556010
SHACU,Scp Healthcare Units,기타 금융업,556010
PBAX,Phoenix Biotech Acquisition Corp Class A,기타 금융업,556010
VIIAU,7GC Holdings Units,기타 금융업,556010
PANA,Panacea Acquisition II Corp Class A,기타 금융업,556010
AOUT,American Outdoor Brands Inc,레저 상품,532050
PTICU,Proptech Invest II Units,기타 금융업,556010
VELOU,Velocity Acquisition Units,기타 금융업,556010
VLATU,Valor Latitude Acquisition Units,기타 금융업,556010
TBNK,Territorial Bancorp Inc,은행,551010
ZWRKU,Z Work Acquisition Units,기타 금융업,556010
BWMN,Bowman Consulting Group Ltd,건설 및 엔지니어링,522010
FRWAU,Pwp Forward Acquisition I Units,기타 금융업,556010
KAIIU,Kismet Acquisition Two Units,기타 금융업,556010
AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
GNACU,Group Nine Acquisition Units,기타 금융업,556010
FRBK,Republic First Bancorp Inc,은행,551010
SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
LDHAU,LDH Growth I Units,기타 금융업,556010
FTVIU,FinTech Acquisition VI Units,기타 금융업,556010
AGIL,AgileThought Inc Class A,소프트웨어 및 IT서비스,572010
CLAQU,CleanTech Acquisition Units,기타 금융업,556010
ATLO,Ames National Corp,은행,551010
BWCAU,Blue Whale Acquisition I Units,기타 금융업,556010
MAQC,Maquia Capital Acquisition Corp Class A,기타 금융업,556010
NPCE,Neuropace Inc,헬스케어 장비 및 용품,561010
FTHM,Fathom Holdings Inc,부동산 운영 관리,601010
TCFC,Community Financial Corp(Maryland),은행,551010
IVCPU,Swiftmerge Acquisition Units,기타 금융업,556010
ACQRU,Independence Holdings Units,기타 금융업,556010
NWFL,Norwood Financial Corp,은행,551010
THCPU,Thunder Bridge Capital Partners IV Units,기타 금융업,556010
IXAQ,IX Acquisition Corp Class A,기타 금융업,556010
HCIIU,Hudson Executive Investment Ii Units,기타 금융업,556010
LFAC,LF Capital Acquisition II Corp Class A,기타 금융업,556010
SUNS,SLR Senior Investment Corp,다양한 금융서비스,555010
FRSGU,First Reserve Sustainable Growth Units,기타 금융업,556010
TALK,Talkspace Inc,헬스케어 업체 및 서비스,561020
SHQAU,Shelter Acquisition I Units,기타 금융업,556010
AFAQU,AF Acquisition Units,기타 금융업,556010
CPSS,Consumer Portfolio Services Inc,은행,551010
MEAC,Mercury Ecommerce Acquisition Corp Class A,기타 금융업,556010
BWC,Blue Whale Acquisition I Corp Class A,기타 금융업,556010
ACAC,Acies Acquisition Corp Class A,기타 금융업,556010
NCMI,National Cinemedia Inc,미디어 및 출판,533020
OSTRU,Oyster Enterprises Acquisition Units,기타 금융업,556010
ENER,Accretion Acquisition Corp,기타 금융업,556010
ISAA,Iron Spark I Inc Class A,기타 금융업,556010
SKYAU,Skydeck Acquisition Units,기타 금융업,556010
LATNU,Union Acquisition Corp II Unit,기타 금융업,556010
APEN,Apollo Endosurgery Inc,헬스케어 장비 및 용품,561010
RNER,Mount Rainier Acquisition Corp,기타 금융업,556010
GNRS,Greenrose Acquisition Corp,기타 금융업,556010
TPBA,TPB Acquisition Corporation I Class A,기타 금융업,556010
LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
BRPM,B. Riley Principal 150 Merger Corp Class A,기타 금융업,556010
TVAC,Thayer Ventures Acquisition Corp Class A,기타 금융업,556010
CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
DLHC,DLH Holdings Corp,헬스케어 업체 및 서비스,561020
DAKT,Daktronics Inc,전자 장비 및 부품,571040
NATH,Nathan's Famous Inc,호텔 및 엔터테인먼트,533010
NKSH,National Bankshares Inc,은행,551010
BSVN,Bank7 Corp,은행,551010
RRGB,Red Robin Gourmet Burgers Inc,호텔 및 엔터테인먼트,533010
MRBK,Meridian Corp,은행,551010
DISCB,Discovery Inc Series B,미디어 및 출판,533020
FGBI,First Guaranty Bancshares Inc,은행,551010
FLDM,Fluidigm Corp,헬스케어 장비 및 용품,561010
ASAX,Astrea Acquisition Corp Class A,기타 금융업,556010
VTAQ,Ventoux CCM Acquisition Corp,기타 금융업,556010
TWCB,Bilander Acquisition Corp Class A,기타 금융업,556010
LOTZ,Carlotz Inc Class A,전문품 상점,534030
DSAC,Duddell Street Acquisition Corp. Class A,기타 금융업,556010
TGA,TransGlobe Energy Corp,오일 및 가스,501020
CENQ,Cenaq Energy Corp Class A,기타 금융업,556010
CURI,Curiositystream Inc. Class A,소프트웨어 및 IT서비스,572010
OXUS,Oxus Acquisition Corp Class A,기타 금융업,556010
SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
ACTG,Acacia Research Corp,전문 및 상업 서비스,522030
VHNA,Vahanna Tech Edge Acquisition I Corp Class A,기타 금융업,556010
EPZM,Epizyme Inc,생명과학 및 메디컬 리서치,562020
XPAXU,XPAC Acquisition Units,기타 금융업,556010
BTCY,Biotricity Inc,헬스케어 장비 및 용품,561010
GCAC,Growth Capital Acquisition Corp Class A,기타 금융업,556010
BRIV,B Riley Principal 250 Merger Corp Class A,기타 금융업,556010
CTXR,Citius Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ARCK,Arbor Rapha Capital Bioholdings Corp I Class A,기타 금융업,556010
ENVIU,Environmental Impact Acquisition Units,기타 금융업,556010
CLAQ,Cleantech Acquisition Corp,기타 금융업,556010
AACI,Armada Acquisition Corp I,기타 금융업,556010
PIII,P3 Health Partners Inc Class A,생명과학 및 메디컬 리서치,562020
ALYA,Alithya Group Inc Class A,소프트웨어 및 IT서비스,572010
GLSI,Greenwich Lifesciences Inc,제약,562010
GWACU,Good Works Acquisition Corp,기타 금융업,556010
CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
THAC,Thrive Acquisition Corp Class A,기타 금융업,556010
VRCA,Verrica Pharmaceuticals Inc,제약,562010
IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
DUNE,Dune Acquisition Corp Class A,기타 금융업,556010
INKA,KludeIn I Acquisition Corp Class A,기타 금융업,556010
AFAC,Arena Fortify Acquisition Corp Class A,기타 금융업,556010
FNGR,FingerMotion Inc,소프트웨어 및 IT서비스,572010
AFINP,American Finance Trust Inc PRF,주택 및 상업용 리츠,601020
DNAY,Codex DNA Inc,헬스케어 장비 및 용품,561010
CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
WLFC,Willis Lease Finance Corp,전문 및 상업 서비스,522030
HROW,Harrow Health Inc,제약,562010
BCML,BayCom Corp,은행,551010
CHMG,Chemung Financial Corp,은행,551010
PGRW,Progress Acquisition Corp Class A,기타 금융업,556010
FCNCO,First-Citizens Bank & Trust Co PRF,은행,551010
KSI,Kadem Sustainable Impact Corp Class A,기타 금융업,556010
SERA,Sera Prognostics Inc Class A,전문 및 상업 서비스,522030
PHIC,Population Health Investment Co Inc Class A,기타 금융업,556010
OVID,Ovid Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LEE,Lee Enterprises Inc,미디어 및 출판,533020
AVACU,Avalon Acquisition Units,기타 금융업,556010
CNGLU,Canna Global Acquisition Units,기타 금융업,556010
ENERU,Accretion Acquisition Units,기타 금융업,556010
ABOS,Acumen Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SPTK,SportsTek Acquisition Corp Class A,기타 금융업,556010
MGTA,Magenta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PLBC,Plumas Bancorp,은행,551010
CMLS,Cumulus Media Inc Class A,미디어 및 출판,533020
FINW,Finwise Bancorp,은행,551010
ZENV,Zenvia Inc Class A,소프트웨어 및 IT서비스,572010
CVLY,Codorus Valley Bancorp Inc,은행,551010
VWTR,Vidler Water Resources Inc,수도 유틸리티,591030
FULTP,Fulton Financial Corp ADR,은행,551010
DLCAU,Deep Lake Capital Acquisition Units,기타 금융업,556010
FITBP,Fifth Third Bancorp ADR,은행,551010
LFTRU,Lefteris Acquisition Units,기타 금융업,556010
BMEA,Biomea Fusion Inc,생명과학 및 메디컬 리서치,562020
LTRY,Lottery.com Inc,호텔 및 엔터테인먼트,533010
GIWWU,Giginternational1 Units,기타 금융업,556010
MIST,Milestone Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HOWL,Werewolf Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BIOSU,BioPlus Acquisition Units,기타 금융업,556010
GHACU,Gaming Hospitality Acquisition Units,기타 금융업,556010
LBRDP,Liberty Broadband Corp PRF,미디어 및 출판,533020
GNFT,Genfit SA ADR,생명과학 및 메디컬 리서치,562020
FBIO,Fortress Biotech Inc,제약,562010
GACQU,Global Consumer Acquisition Units,기타 금융업,556010
GVCIU,Green Visor Financial Technology Acquisition I Units,기타 금융업,556010
MLAIU,McLaren Technology Acquisition Units,기타 금융업,556010
ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
PROG,Progenity Inc,헬스케어 장비 및 용품,561010
FNWB,First Northwest Bancorp,은행,551010
RCHGU,Recharge Acquisition Units,기타 금융업,556010
VCXAU,10X Capital Venture Acquisition II Units,기타 금융업,556010
ESACU,Esgen Acquisition Units,기타 금융업,556010
BPRN,Bank Of Princeton,은행,551010
